,Suburb,Address,Rooms,Type,Price,Method,SellerG,Date,Distance,Postcode,Bedroom2,Bathroom,Car,Landsize,BuildingArea,YearBuilt,CouncilArea,lat,long,Regionname,Propertycount
3361,Coburg,48 Webb St,3,h,1000000,PI,Love,21/10/2017,6.7,3058,3,1,1,371,107.0,1950,Darebin City Council,-37.73369,144.95598999999999,Northern Metropolitan,11204
3362,Port Melbourne,467 Bay St,2,h,1000000,S,Marshall,4/06/2016,3.8,3207,2,2,0,96,108.0,1890,Melbourne City Council,-37.8327,144.9474,Southern Metropolitan,8648
3363,Burwood East,61 Newhaven Rd,3,h,1000000,VB,Fletchers,19/08/2017,14.7,3151,4,2,2,788,108.0,1960,Whitehorse City Council,-37.85985,145.15656,Eastern Metropolitan,4048
3364,Balwyn North,40 MacEdon Av,2,h,1000000,VB,Marshall,28/10/2017,9.7,3104,2,1,2,244,109.0,1990,Boroondara City Council,-37.789629999999995,145.07365,Southern Metropolitan,7809
3365,Coburg,45 Portland St,3,h,1000000,VB,Jellis,4/03/2017,7.8,3058,3,2,3,370,110.0,1920,Darebin City Council,-37.744,144.9501,Northern Metropolitan,11204
3366,Cremorne,72 Cubitt St,2,h,1000000,S,hockingstuart,4/06/2016,2.5,3121,2,1,2,176,114.0,1920,Yarra City Council,-37.8281,144.9923,Northern Metropolitan,1123
3367,St Kilda,7/29 Marine Pde,3,u,1000000,SP,McGrath,22/04/2017,6.1,3182,3,1,0,0,115.0,1930,Port Phillip City Council,-37.8718,144.9767,Southern Metropolitan,13240
3368,Coburg,4 Miller St,3,h,1000000,S,Nelson,15/10/2016,7.8,3058,3,1,1,431,117.0,1970,Darebin City Council,-37.75,144.9695,Northern Metropolitan,11204
3369,Watsonia,96 Watsonia Rd,4,h,1000000,S,Nelson,21/10/2017,14.5,3087,4,2,2,577,119.0,1960,Banyule City Council,-37.70864,145.08328,Northern Metropolitan,2329
3370,Ascot Vale,26 Newsom St,3,h,1000000,PI,Brad,12/11/2016,5.9,3032,3,2,2,440,120.0,1955,Moonee Valley City Council,-37.7746,144.9031,Western Metropolitan,6567
3371,Oakleigh South,8 Riley St,3,h,1000000,S,Ray,12/11/2016,14.7,3167,3,2,2,575,120.0,1960,Kingston City Council,-37.9215,145.0925,South-Eastern Metropolitan,3692
3372,Fawkner,42 Hedley St,3,h,1000000,PI,Ray,20/05/2017,12.4,3060,3,1,2,1069,120.0,1960,Hume City Council,-37.6931,144.9596,Northern Metropolitan,5070
3373,Parkdale,13B Elm Gr,3,t,1000000,S,Obrien,1/07/2017,21.5,3195,3,2,2,298,124.0,1995,Kingston City Council,-37.994640000000004,145.08098999999999,South-Eastern Metropolitan,5087
3374,Glen Waverley,2/32 Wilson Rd,3,u,1000000,PI,McGrath,22/07/2017,16.7,3150,3,2,2,365,124.0,1996,Monash City Council,-37.88599,145.17031,Eastern Metropolitan,15321
3375,Clayton South,533 Clayton Rd,3,h,1000000,SA,Barry,4/11/2017,17.5,3169,3,1,2,706,124.0,1960,Kingston City Council,-37.9395,145.1168,South-Eastern Metropolitan,4734
3376,Brighton East,48 Thomas St,2,h,1000000,PI,Biggin,10/09/2016,10.7,3187,2,1,2,564,131.0,1948,Bayside City Council,-37.9143,145.0238,Southern Metropolitan,6938
3377,Northcote,239 Victoria Rd,3,h,1000000,VB,Nelson,24/09/2016,5.5,3070,3,1,1,440,131.0,1930,Darebin City Council,-37.7663,145.0118,Northern Metropolitan,11364
3378,Kensington,51 Gatehouse Dr,3,h,1000000,SP,Nelson,19/11/2016,4.2,3031,3,2,2,211,132.0,1997,Melbourne City Council,-37.7926,144.9197,Northern Metropolitan,5263
3379,Ascot Vale,1 East St,3,t,1000000,S,Nelson,27/11/2016,5.9,3032,3,2,2,200,144.0,2003,Moonee Valley City Council,-37.7766,144.9277,Western Metropolitan,6567
3380,Hawthorn,8/1 Muir St,3,u,1000000,PI,Kay,10/09/2016,4.6,3122,3,3,2,0,145.0,1999,Boroondara City Council,-37.8144,145.0153,Southern Metropolitan,11308
3381,Preston,33 Grandview Rd,3,h,1000000,VB,Nelson,20/05/2017,8.8,3072,3,1,3,624,145.0,1950,Darebin City Council,-37.7373,144.9864,Northern Metropolitan,14577
3382,Aspendale,34 Albany Cr,3,h,1000000,S,Buxton,6/01/2018,21.5,3195,3,1,2,556,146.0,1970,Kingston City Council,-38.02357,145.10492,South-Eastern Metropolitan,2824
3383,Yarraville,13 Benbow St,3,h,1000000,S,Jas,3/09/2016,7.0,3013,3,2,1,448,147.0,1940,Maribyrnong City Council,-37.8228,144.8799,Western Metropolitan,6543
3384,Brunswick West,15 Wallace St,4,h,1000000,S,Nelson,24/09/2016,5.9,3055,3,1,1,589,148.0,1935,Moreland City Council,-37.7628,144.9459,Northern Metropolitan,7082
3385,Collingwood,2/18 Islington St,3,u,1000000,SP,Caine,22/04/2017,1.6,3066,3,2,2,0,148.0,2005,Yarra City Council,-37.8083,144.9908,Northern Metropolitan,4553
3386,Strathmore Heights,7 Caravelle Cr,3,h,1000000,S,Considine,19/08/2017,8.2,3041,3,1,2,534,149.0,1960,Moonee Valley City Council,-37.711059999999996,144.89427,Western Metropolitan,389
3387,Moorabbin,19 Hamer St,3,h,1000000,S,O'Brien,3/09/2016,14.6,3189,3,2,2,573,150.0,1970,Kingston City Council,-37.9428,145.04399999999998,Southern Metropolitan,2555
3388,Moorabbin,38 Royena Rd,4,h,1000000,S,C21,7/11/2016,14.6,3189,4,3,4,581,159.0,1960,Kingston City Council,-37.9382,145.0577,Southern Metropolitan,2555
3389,Templestowe Lower,253 Thompsons Rd,4,h,1000000,VB,hockingstuart,13/08/2016,13.8,3107,4,3,2,728,164.0,1970,Manningham City Council,-37.768,145.1027,Eastern Metropolitan,5420
3390,Reservoir,12 Wilkinson St,4,h,1000000,S,Nelson,21/10/2017,12.0,3073,4,1,2,646,168.0,1950,Darebin City Council,-37.72653,145.01855,Northern Metropolitan,21650
3391,North Melbourne,10 Munster Tce,3,t,1000000,VB,Nelson,27/11/2016,2.3,3051,3,2,1,61,170.0,1920,Melbourne City Council,-37.8039,144.9424,Northern Metropolitan,6821
3392,Oakleigh South,338 Huntingdale Rd,4,h,1000000,PI,Woodards,7/10/2017,15.5,3167,4,2,2,702,174.0,1970,Kingston City Council,-37.91383,145.10332,South-Eastern Metropolitan,3692
3393,Croydon,34 Moore Av,4,h,1000000,PI,hockingstuart,7/10/2017,23.0,3136,4,2,2,1267,177.0,1970,Maroondah City Council,-37.792190000000005,145.29554,Eastern Metropolitan,11925
3394,Greensborough,39 Scotland Av,5,h,1000000,VB,Nelson,9/09/2017,16.1,3088,5,2,2,900,192.0,1955,Banyule City Council,-37.7008,145.09974,Northern Metropolitan,8524
3395,Footscray,15 Greer St,4,h,1000000,SA,Nelson,22/07/2017,5.1,3011,4,2,1,180,206.0,1994,Maribyrnong City Council,-37.796859999999995,144.908,Western Metropolitan,7570
3396,Mulgrave,2 Kensington Ct,4,h,1000000,S,Ray,14/10/2017,18.8,3170,4,2,0,653,207.0,1960,Monash City Council,-37.9256,145.16459,South-Eastern Metropolitan,7113
3397,Bulleen,71 Summit Dr,4,h,1000000,VB,hockingstuart,16/04/2016,11.8,3105,4,2,3,672,212.0,1970,Manningham City Council,-37.7689,145.0895,Eastern Metropolitan,4480
3398,Essendon,54 Ogilvie St,3,t,1000000,VB,Brad,14/05/2016,8.0,3040,3,2,1,291,224.0,2013,Moonee Valley City Council,-37.7499,144.8927,Western Metropolitan,9264
3399,Kingsville,5 Wales St,3,h,1000000,PI,Jas,16/09/2017,6.4,3012,3,2,2,275,282.0,1940,Maribyrnong City Council,-37.80592,144.8807,Western Metropolitan,1808
3400,Sunshine North,17 Taniyha Pl,5,h,1000000,S,Douglas,28/05/2016,13.3,3020,4,2,1,786,295.0,1999,Brimbank City Council,-37.7743,144.8425,Western Metropolitan,4217
3401,Glenroy,107 Glenroy Rd,4,h,1000000,PI,Barry,27/11/2016,13.0,3046,4,2,8,977,304.0,1935,Moreland City Council,-37.7063,144.9273,Northern Metropolitan,8870
3402,Braybrook,10 Sedge Cl,4,h,1000000,S,Nelson,22/04/2017,10.8,3019,4,3,2,475,319.0,2002,Maribyrnong City Council,-37.7759,144.8552,Western Metropolitan,3589
3403,Reservoir,19 Smith St,5,h,1000000,VB,Ray,23/09/2017,12.0,3073,5,2,6,892,361.0,2004,Darebin City Council,-37.70176,145.0118,Northern Metropolitan,21650
3404,Pascoe Vale,2 Ann St,2,h,999000,S,Nelson,8/04/2017,9.9,3044,2,1,1,587,95.0,1920,Moreland City Council,-37.7306,144.9357,Northern Metropolitan,7485
3405,Bundoora,43 Cheadle Cr,5,h,999000,S,Ray,22/07/2017,12.1,3083,5,2,2,627,268.0,1991,Banyule City Council,-37.692640000000004,145.0799,Northern Metropolitan,10175
3406,Brunswick East,14 Hutchinson St,3,h,998000,S,Nelson,23/04/2016,4.5,3057,3,1,2,104,118.0,2000,Moreland City Council,-37.7723,144.9761,Northern Metropolitan,5533
3407,Reservoir,41 Cameron St,3,h,998000,S,Nelson,7/11/2016,11.2,3073,3,2,3,479,153.0,1950,Darebin City Council,-37.7271,144.9968,Northern Metropolitan,21650
3408,Thornbury,3/1 Smith St,3,t,998000,SP,Jellis,13/05/2017,6.5,3071,3,2,1,0,166.0,2001,Darebin City Council,-37.7579,145.0,Northern Metropolitan,8870
3409,Oakleigh East,15 Daly St,3,h,997000,SP,Jellis,11/11/2017,12.3,3166,3,2,2,534,113.0,1950,Monash City Council,-37.9011,145.112,Southern Metropolitan,2547
3410,Coburg,34 Soudan St,2,h,996000,S,Nelson,24/06/2017,6.7,3058,2,1,1,476,97.0,1930,Darebin City Council,-37.73883,144.95321,Northern Metropolitan,11204
3411,Coburg,34 Soudan St,2,h,996000,S,Nelson,29/07/2017,6.7,3058,2,1,1,476,97.0,1930,Darebin City Council,-37.73883,144.95321,Northern Metropolitan,11204
3412,Thornbury,37 Lewis St,3,h,995000,S,Jellis,16/04/2016,6.5,3071,2,1,1,327,96.0,1920,Darebin City Council,-37.7574,144.9854,Northern Metropolitan,8870
3413,Armadale,14/71 Denbigh Rd,3,u,995000,S,Marshall,3/12/2016,6.3,3143,3,2,2,0,100.0,1998,Stonnington City Council,-37.8552,145.016,Southern Metropolitan,4836
3414,Northcote,23A Johnson St,2,h,995000,PI,Purplebricks,8/04/2017,5.5,3070,2,1,2,228,110.0,2004,Darebin City Council,-37.7634,144.9985,Northern Metropolitan,11364
3415,Carlton,11/108 Elgin St,2,u,995000,S,Woodards,22/04/2017,1.8,3053,2,2,1,0,110.0,2000,Melbourne City Council,-37.7973,144.9712,Northern Metropolitan,6786
3416,Newport,37 Alma Tce,3,h,995000,SP,Greg,7/11/2016,8.4,3015,3,1,2,316,118.0,1960,Hobsons Bay City Council,-37.849000000000004,144.8907,Western Metropolitan,5498
3417,Chadstone,1/1 Dundee Av,4,h,995000,S,Woodards,12/08/2017,11.7,3148,4,2,1,402,131.0,1960,Monash City Council,-37.88658,145.09297,Southern Metropolitan,3582
3418,West Melbourne,9/561 Spencer St,3,u,995000,S,Alexkarbon,18/03/2017,1.9,3003,3,1,1,0,153.0,1940,Melbourne City Council,-37.8076,144.9474,Northern Metropolitan,2230
3419,Mentone,1/131 Balcombe Rd,3,t,995000,S,hockingstuart,16/09/2017,20.0,3194,3,3,2,248,166.0,2011,Kingston City Council,-37.98087,145.06024,South-Eastern Metropolitan,6162
3420,Ascot Vale,7 Dalgety Dr,3,h,995000,S,Nelson,26/07/2016,5.9,3032,3,2,1,314,177.0,2010,Moonee Valley City Council,-37.7778,144.9042,Western Metropolitan,6567
3421,Heidelberg Heights,2 Bonar St,3,h,994000,S,Love,10/12/2016,10.5,3081,3,2,2,807,192.0,1950,Banyule City Council,-37.7453,145.0559,Eastern Metropolitan,2947
3422,Newport,8 Agg St,3,h,993000,SP,Williams,22/05/2016,8.4,3015,3,2,2,348,158.0,1900,Hobsons Bay City Council,-37.8435,144.8788,Western Metropolitan,5498
3423,Footscray,27 Leander St,2,h,991000,S,Village,15/07/2017,5.1,3011,2,1,1,318,106.0,1910,Maribyrnong City Council,-37.79529,144.88453,Western Metropolitan,7570
3424,Niddrie,5 Hamilton St,3,h,991000,S,Brad,11/02/2017,11.2,3042,3,1,1,716,139.0,1950,Moonee Valley City Council,-37.7368,144.8856,Western Metropolitan,2291
3425,Yallambie,21 Lowan Av,5,h,990000,S,Buckingham,11/11/2017,12.7,3085,5,3,2,510,0.0,1985,Banyule City Council,-37.7204,145.1088,Northern Metropolitan,1369
3426,South Yarra,15/9 Darling St,2,u,990000,SA,Williams,4/03/2017,3.3,3141,2,2,2,0,38.0,2015,Melbourne City Council,-37.8379,144.9913,Southern Metropolitan,14887
3427,Richmond,22 Garfield St,2,h,990000,S,Biggin,10/12/2016,2.6,3121,2,1,1,117,75.0,1900,Yarra City Council,-37.812,144.9939,Northern Metropolitan,14949
3428,Flemington,8 John St,2,h,990000,S,Nelson,27/05/2017,3.4,3031,2,1,1,180,82.0,1900,Melbourne City Council,-37.7839,144.92727,Northern Metropolitan,3593
3429,Ascot Vale,18 McCully St,3,h,990000,S,Brad,24/06/2017,4.3,3032,3,1,0,196,102.0,1900,Moonee Valley City Council,-37.77552,144.92022,Western Metropolitan,6567
3430,Kensington,53 Rankins Rd,2,h,990000,SP,Nelson,3/06/2017,3.4,3031,2,1,0,165,105.7,1930,Melbourne City Council,-37.7902,144.93192,Northern Metropolitan,5263
3431,Moonee Ponds,82 Argyle St,3,h,990000,PI,Hodges,7/11/2016,6.9,3039,3,1,2,328,107.0,1900,Moonee Valley City Council,-37.7658,144.9077,Western Metropolitan,6232
3432,Coburg,3 Rennie St,3,h,990000,S,Nelson,14/10/2017,6.7,3058,3,1,2,502,111.0,1910,Darebin City Council,-37.75014,144.96583,Northern Metropolitan,11204
3433,Yarraville,8 Gordon Pde,3,h,990000,S,Jas,6/05/2017,7.0,3013,3,1,2,340,119.0,1940,Maribyrnong City Council,-37.8227,144.8827,Western Metropolitan,6543
3434,North Melbourne,44 Byron St,2,h,990000,S,Nelson,15/10/2016,2.3,3051,2,2,1,584,120.0,2008,Melbourne City Council,-37.8016,144.9508,Northern Metropolitan,6821
3435,West Footscray,27 Busch St,4,h,990000,S,RW,19/08/2017,6.4,3012,4,2,2,501,129.0,1960,Maribyrnong City Council,-37.79591,144.87595,Western Metropolitan,5058
3436,Seddon,61 Station Rd,3,h,990000,S,Jas,12/11/2016,6.6,3011,3,1,0,371,134.0,1910,Maribyrnong City Council,-37.8066,144.8853,Western Metropolitan,2417
3437,Cheltenham,32a Swinden Av,3,u,990000,S,Ray,7/10/2017,17.9,3192,3,2,2,296,137.0,2007,Bayside City Council,-37.9717,145.06601,Southern Metropolitan,9758
3438,Coburg,1 Shaftsbury St,4,h,990000,SP,Grantham,24/09/2016,7.8,3058,4,1,1,488,142.0,1930,Darebin City Council,-37.7537,144.9532,Northern Metropolitan,11204
3439,Coburg,14 Alice St,3,h,990000,S,Barry,29/04/2017,7.8,3058,3,1,3,414,153.1,1930,Darebin City Council,-37.7432,144.9573,Northern Metropolitan,11204
3440,Keilor East,12 Fawkner Cr,3,h,990000,S,Barry,14/10/2017,11.7,3033,3,2,2,310,168.0,2010,Brimbank City Council,-37.74804,144.87039,Western Metropolitan,5629
3441,Gowanbrae,7 Adelaide Bvd,4,h,990000,S,Nelson,13/05/2017,13.6,3043,4,2,2,702,170.0,2003,Moreland City Council,-37.7071,144.8989,Western Metropolitan,1071
3442,Southbank,6/77 Dodds St,4,u,990000,S,Ray,7/05/2016,1.2,3006,4,3,1,0,172.0,1995,Melbourne City Council,-37.8267,144.9687,Southern Metropolitan,8400
3443,Bulleen,14 Collins St,3,h,990000,PI,Barry,22/08/2016,11.8,3105,3,1,2,602,175.0,1975,Manningham City Council,-37.7674,145.0988,Eastern Metropolitan,4480
3444,Bulleen,13 Montgomery Pl,3,h,990000,PI,Barry,6/08/2016,11.8,3105,3,2,1,585,180.0,1950,Manningham City Council,-37.7689,145.099,Eastern Metropolitan,4480
3445,Templestowe Lower,157 Swanston St,4,h,990000,PI,Barry,6/08/2016,13.8,3107,4,2,2,652,189.0,1973,Manningham City Council,-37.7573,145.0994,Eastern Metropolitan,5420
3446,Sunshine,2 Colin St,4,h,990000,S,FN,8/04/2017,12.6,3020,4,1,6,654,189.0,1950,Brimbank City Council,-37.7803,144.8415,Western Metropolitan,3755
3447,Diamond Creek,37 Brownlow Dr,4,h,990000,S,Morrison,23/09/2017,21.8,3089,4,3,2,1001,315.0,2012,Nillumbik Shire Council,-37.65972,145.159,Northern Victoria,4258
3448,Hampton East,18 King St,3,h,990000,VB,Hodges,21/10/2017,13.8,3188,3,2,1,725,332.0,1950,Bayside City Council,-37.93394,145.03241,Southern Metropolitan,2356
3449,Northcote,14 Separation St,3,h,989000,SP,McGrath,25/11/2017,5.3,3070,3,2,1,150,118.0,1900,Darebin City Council,-37.7696,145.0003,Northern Metropolitan,11364
3450,Vermont,88 Boronia Rd,3,h,988000,S,Fletchers,22/07/2017,17.2,3133,3,1,1,653,119.0,1970,Maroondah City Council,-37.840340000000005,145.2022,Eastern Metropolitan,4181
3451,Chadstone,2/13 Batesford Rd,3,u,988000,SA,Buxton,20/05/2017,13.6,3148,3,2,2,286,124.0,2008,Monash City Council,-37.8755,145.0954,Southern Metropolitan,3582
3452,Donvale,2/9 Standring Cl,3,h,988000,S,Barry,19/08/2017,16.1,3111,3,2,2,243,150.0,2012,Manningham City Council,-37.78298,145.17682,Eastern Metropolitan,4790
3453,Moorabbin,14 Avon St,3,h,987000,S,Buxton,10/09/2016,14.6,3189,3,1,1,603,112.0,1960,Kingston City Council,-37.9404,145.0464,Southern Metropolitan,2555
3454,Bentleigh East,7 Celia St,3,h,986000,S,Buxton,8/04/2017,13.9,3165,3,1,3,337,100.0,1950,Glen Eira City Council,-37.9331,145.0586,Southern Metropolitan,10969
3455,Preston,92 Gilbert Rd,2,h,986000,S,hockingstuart,22/05/2016,8.8,3072,2,1,1,472,139.0,1940,Darebin City Council,-37.7484,144.9886,Northern Metropolitan,14577
3456,Oakleigh South,4 Angus Ct,4,h,986000,S,Ray,28/10/2017,15.5,3167,4,2,1,541,155.0,1995,Kingston City Council,-37.94082,145.09671,South-Eastern Metropolitan,3692
3457,Keilor East,15 Shelley St,4,h,986000,S,Nelson,19/08/2017,11.7,3033,4,1,2,615,176.0,1964,Brimbank City Council,-37.74127,144.86648,Western Metropolitan,5629
3458,Yarraville,1 Highgate St,4,h,985500,S,Jas,13/05/2017,7.0,3013,4,1,5,445,139.0,1977,Maribyrnong City Council,-37.8228,144.8769,Western Metropolitan,6543
3459,Albert Park,9 Durham St,1,h,985000,S,Marshall,30/07/2016,3.3,3206,1,1,0,81,54.0,1900,Port Phillip City Council,-37.8411,144.9497,Southern Metropolitan,3280
3460,Brunswick,5 Hanover St,3,h,985000,S,Jellis,22/05/2016,5.2,3056,3,1,2,384,89.0,1940,Moreland City Council,-37.7626,144.9535,Northern Metropolitan,11918
3461,Clayton South,15 Byron St,3,h,985000,SP,Buxton,9/09/2017,17.5,3169,3,1,2,674,98.0,1950,Kingston City Council,-37.935390000000005,145.11986000000002,South-Eastern Metropolitan,4734
3462,Heidelberg,6 Clyde Ct,3,h,985000,S,Nelson,23/09/2017,8.9,3084,3,1,2,528,118.0,1955,Banyule City Council,-37.74821,145.06933,Eastern Metropolitan,2890
3463,Yarraville,35 Bena St,3,h,985000,SP,Jas,28/10/2017,6.3,3013,3,1,1,462,118.0,1960,Maribyrnong City Council,-37.82119,144.88103,Western Metropolitan,6543
3464,South Kingsville,69 Watt St,3,h,985000,S,Williams,12/06/2016,9.1,3015,3,1,5,669,124.0,1950,Hobsons Bay City Council,-37.8321,144.8736,Western Metropolitan,984
3465,Mitcham,41 Owen St,3,h,985000,S,Jellis,25/11/2017,17.2,3132,3,1,1,582,124.0,1950,Whitehorse City Council,-37.8258,145.1905,Eastern Metropolitan,6871
3466,Greensborough,26 Pamburra Ct,3,h,985000,S,Fletchers,28/10/2017,16.1,3088,3,2,2,754,140.0,1980,Banyule City Council,-37.69299,145.10591000000002,Northern Metropolitan,8524
3467,Ivanhoe,6/36 Livingstone St,4,t,985000,VB,Jellis,22/07/2017,7.8,3079,4,3,2,181,154.0,2016,Banyule City Council,-37.76758,145.03883000000002,Eastern Metropolitan,5549
3468,Doncaster,4/98 Church Rd,4,t,985000,S,Fletchers,18/03/2017,13.9,3108,4,2,2,182,160.0,1998,Manningham City Council,-37.7888,145.138,Eastern Metropolitan,9028
3469,Port Melbourne,130 Nott St,3,h,985000,S,Marshall,3/12/2016,3.8,3207,3,1,0,171,167.0,1890,Melbourne City Council,-37.8385,144.9409,Southern Metropolitan,8648
3470,Pascoe Vale,95 Essex St,4,h,985000,SP,Ray,25/02/2017,9.9,3044,4,2,2,511,182.0,2007,Moreland City Council,-37.7268,144.9401,Northern Metropolitan,7485
3471,Eltham,9 Dandallo Dr,4,h,985000,S,Fletchers,25/11/2017,18.0,3095,4,2,2,870,198.0,1982,Banyule City Council,-37.6961,145.1543,Eastern Metropolitan,6990
3472,Maribyrnong,6 Adori Pl,3,h,983000,S,Biggin,3/09/2017,4.3,3032,3,2,2,359,185.0,2008,Maribyrnong City Council,-37.78606,144.88459,Western Metropolitan,4918
3473,Yarraville,17 Adeney St,3,h,982500,S,Village,15/07/2017,6.3,3013,3,2,2,444,122.0,1945,Maribyrnong City Council,-37.81662,144.866,Western Metropolitan,6543
3474,Balaclava,1/17 Albion St,2,h,981000,S,Buxton,25/02/2017,6.6,3183,2,1,0,159,84.0,1930,Port Phillip City Council,-37.874,144.9933,Southern Metropolitan,2952
3475,Collingwood,6 Forest St,2,h,981000,S,Jellis,17/09/2016,1.6,3066,2,1,0,188,107.0,1900,Yarra City Council,-37.7964,144.9923,Northern Metropolitan,4553
3476,Coburg,29 Hardwick St,2,h,981000,S,Nelson,28/08/2016,7.8,3058,2,1,1,263,114.0,1910,Darebin City Council,-37.7493,144.97,Northern Metropolitan,11204
3477,Brunswick,25/5 Evans St,3,t,981000,SP,Nelson,13/05/2017,5.2,3056,3,2,1,122,140.0,2012,Moreland City Council,-37.7698,144.9661,Northern Metropolitan,11918
3478,Ivanhoe,9 Cook St,3,h,981000,S,Nelson,4/06/2016,7.9,3079,5,3,2,626,378.0,2016,Banyule City Council,-37.76,145.0326,Eastern Metropolitan,5549
3479,Carrum,18 Church Rd,4,h,980000,S,hockingstuart,18/11/2017,31.2,3197,4,1,3,987,0.0,1960,Kingston City Council,-38.0792,145.1276,South-Eastern Metropolitan,1989
3480,Albert Park,6 Brooke St,2,h,980000,S,Greg,28/05/2016,3.3,3206,2,1,0,79,68.0,1890,Port Phillip City Council,-37.8387,144.9519,Southern Metropolitan,3280
3481,Pascoe Vale,55 Alpine Gr,3,h,980000,S,Nelson,19/08/2017,8.5,3044,3,1,1,546,103.0,1950,Moreland City Council,-37.72208,144.93714,Northern Metropolitan,7485
3482,Preston,27 Pender St,3,h,980000,S,Harrington,22/07/2017,8.4,3072,3,1,3,397,107.0,1925,Darebin City Council,-37.73724,145.00984,Northern Metropolitan,14577
3483,South Melbourne,372 Coventry St,2,h,980000,VB,Marshall,29/07/2017,1.9,3205,2,1,0,64,112.0,2000,Port Phillip City Council,-37.833259999999996,144.95463999999998,Southern Metropolitan,5943
3484,Preston,3 Avondale Rd,3,h,980000,S,Harcourts,17/09/2016,8.8,3072,3,2,1,479,121.0,1930,Darebin City Council,-37.7425,145.014,Northern Metropolitan,14577
3485,Reservoir,109 Crookston Rd,3,h,980000,S,hockingstuart,9/12/2017,12.0,3073,3,1,4,694,131.0,1940,Darebin City Council,-37.70955,145.01395,Northern Metropolitan,21650
3486,Glenroy,15 Stanley St,3,h,980000,SP,Brad,4/03/2017,13.0,3046,3,2,3,1029,136.0,1950,Moreland City Council,-37.7115,144.9147,Northern Metropolitan,8870
3487,Footscray,62 Moore St,3,h,980000,S,GL,26/07/2016,6.4,3011,3,2,2,196,154.0,2006,Maribyrnong City Council,-37.7987,144.9034,Western Metropolitan,7570
3488,Newport,7 Melrose St,3,h,980000,PI,Sweeney,7/10/2017,6.2,3015,3,2,2,330,159.0,2017,Hobsons Bay City Council,-37.84795,144.87468,Western Metropolitan,5498
3489,Bulleen,41 Estelle St,3,h,980000,PI,Barry,9/09/2017,10.8,3105,3,2,1,573,161.0,1970,Manningham City Council,-37.77892,145.09281000000001,Eastern Metropolitan,4480
3490,Mount Waverley,59 Mayfield Dr,4,h,980000,S,Barry,25/11/2017,14.2,3149,4,2,2,800,164.0,1970,Monash City Council,-37.8882,145.1146,Eastern Metropolitan,13366
3491,Kingsbury,46 Dunne St,3,h,980000,S,Barry,8/10/2016,12.4,3083,2,1,1,907,165.0,1960,Darebin City Council,-37.7143,145.039,Northern Metropolitan,1414
3492,Moonee Ponds,18A Fanny St,5,t,980000,PI,Nelson,18/03/2017,6.9,3039,5,2,2,207,168.0,2004,Moonee Valley City Council,-37.7615,144.9333,Western Metropolitan,6232
3493,Frankston South,23 Fenton Cr,4,h,980000,S,hockingstuart,26/08/2017,38.0,3199,4,2,2,937,191.0,1960,Frankston City Council,-38.15845,145.11141,South-Eastern Metropolitan,7566
3494,Vermont,11 Manhattan Sq,4,h,980000,S,hockingstuart,12/08/2017,17.2,3133,4,2,0,539,192.0,1978,Maroondah City Council,-37.834590000000006,145.21264,Eastern Metropolitan,4181
